starttime_asc,starttime,endtime,scaninfo.00:0C:42:68:DE:D3.signallevel,scaninfo.00:15:6D:65:17:B6.signallevel,scaninfo.00:15:6D:67:1D:F3.signallevel,scaninfo.00:19:5B:6C:BC:D9.signallevel,scaninfo.00:19:5B:6C:C0:25.signallevel,scaninfo.00:19:5B:6C:C0:2A.signallevel,scaninfo.00:19:5B:77:A5:EE.signallevel,scaninfo.00:19:5B:ED:BC:68.signallevel,scaninfo.00:1C:F0:CB:E9:21.signallevel,scaninfo.00:1C:F0:CB:E9:25.signallevel,scaninfo.00:1C:F0:CB:EC:14.signallevel,scaninfo.00:1C:F0:CB:EC:5B.signallevel,scaninfo.00:1C:F0:CB:EC:70.signallevel,scaninfo.00:1C:F0:CB:EC:89.signallevel,scaninfo.00:1C:F0:CB:EC:92.signallevel,scaninfo.00:1C:F0:CB:EC:95.signallevel,scaninfo.00:22:B0:42:7F:FB.signallevel
Fri Jan  7 17:18:32 2011,1294400912.68,1294400915.55,,-72,,,,,,,,,,-66,,,,-81,
Fri Jan  7 17:18:55 2011,1294400935.62,1294400938.39,-83,,,,,,,,,,,-69,,,,-82,
Fri Jan  7 17:19:18 2011,1294400958.47,1294400961.35,-83,-74,,,,,,,,,,-72,,-77,-63,-84,
Fri Jan  7 17:19:41 2011,1294400981.41,1294400984.18,,-73,,,,,,,,,,-69,,,,-80,
Fri Jan  7 17:20:04 2011,1294401004.26,1294401007.04,-84,,,,,,-81,,,,,,,-75,-53,,
Fri Jan  7 17:20:27 2011,1294401027.11,1294401029.99,-82,,,,,,-81,,,,,,,,,-81,
Fri Jan  7 17:20:50 2011,1294401050.06,1294401052.84,-83,-74,,,,,-83,,,,,-72,,-75,,,
Fri Jan  7 17:21:32 2011,1294401092.96,1294401095.73,-83,,,,,,,,,,,-72,,,-63,-81,
Fri Jan  7 17:21:55 2011,1294401115.8,1294401118.58,-83,-75,,,,,,,,,,,,,,-81,
Fri Jan  7 17:22:18 2011,1294401138.63,1294401141.5,-86,-72,,,,,-82,,,,,,,-77,-60,-80,
Fri Jan  7 17:22:41 2011,1294401161.57,1294401164.34,,-76,,,,,,,,,,,-87,,,,
Fri Jan  7 17:23:04 2011,1294401184.43,1294401187.2,-82,,,,,,-82,,,,,-70,,-76,-53,,
Fri Jan  7 17:23:27 2011,1294401207.28,1294401210.15,-83,,,,,,-82,,,,,-66,,-75,-68,-82,
Fri Jan  7 17:23:50 2011,1294401230.23,1294401233.0,,,,,,,-82,,,,,-69,,,,,
Fri Jan  7 17:24:33 2011,1294401273.13,1294401276.01,-82,,,,,,,,,,,-70,,,-56,-80,
Fri Jan  7 17:24:56 2011,1294401296.06,1294401298.93,,-73,,,,,,,,,,-70,,,,-81,
Fri Jan  7 17:25:19 2011,1294401319.02,1294401321.8,-82,-74,,,,,-82,,,,,-79,,,,,
Fri Jan  7 17:25:41 2011,1294401341.85,1294401344.73,-84,,,,,,,,,,,,,,-52,-81,
Fri Jan  7 17:26:04 2011,1294401364.79,1294401367.67,-83,-72,,,,,,,,,,-64,,,-63,,
Fri Jan  7 17:26:27 2011,1294401387.74,1294401390.52,-85,-73,,,,,,,,,,-66,,-75,-60,,
Fri Jan  7 17:26:50 2011,1294401410.59,1294401413.37,-82,,,,,,,,,,,-70,,-75,-60,,
Fri Jan  7 17:27:33 2011,1294401453.5,1294401456.27,-83,,,,,,,,,,,-68,,,-52,,
Fri Jan  7 17:27:56 2011,1294401476.35,1294401479.12,-83,,,,,,,,,,,,,,,-81,
Fri Jan  7 17:28:19 2011,1294401499.18,1294401501.95,-84,-73,,,,,,,,,,-81,,-75,-75,,
Fri Jan  7 17:28:42 2011,1294401522.03,1294401524.8,-84,,,,,,,,,,,-64,,-76,-56,,
Fri Jan  7 17:29:04 2011,1294401544.86,1294401547.74,,-75,,,,,,,,,,-74,,,-52,-82,
Fri Jan  7 17:29:27 2011,1294401567.82,1294401570.6,,,,,,,-82,,,,,-67,,-74,-66,,
Fri Jan  7 17:29:50 2011,1294401590.66,1294401593.43,-84,,,,,,-82,,,,,-70,,-76,-76,,
Fri Jan  7 17:30:33 2011,1294401633.56,1294401636.33,,,,,,,,,,,,-72,,-75,-60,-82,
Fri Jan  7 17:30:56 2011,1294401656.4,1294401659.28,-83,,,,,,,,,,,-67,,-75,-52,,
Fri Jan  7 17:31:19 2011,1294401679.34,1294401682.11,-83,-73,,,,,-81,,,,,-66,,,,-81,
Fri Jan  7 17:31:42 2011,1294401702.18,1294401705.06,,,,,,,-81,,,,,-66,,-75,,-82,
Fri Jan  7 17:32:05 2011,1294401725.13,1294401728.0,-83,-73,,,,,-83,,,,,-69,,-81,-66,,
Fri Jan  7 17:32:28 2011,1294401748.06,1294401750.94,,-72,,,,,,,,,,-79,,-79,-74,,
Fri Jan  7 17:32:51 2011,1294401771.0,1294401773.78,-82,-73,,,,,-81,,,,,-69,,-75,-66,-81,
Fri Jan  7 17:33:33 2011,1294401813.93,1294401816.8,,-72,,,,,,,,,,-70,,-78,,,
Fri Jan  7 17:33:56 2011,1294401836.87,1294401839.74,,-73,,,,,,,,,,,,,,-79,
Fri Jan  7 17:34:19 2011,1294401859.81,1294401862.58,-83,,,,,,-82,,,,,-75,,-75,-63,-81,
Fri Jan  7 17:34:42 2011,1294401882.65,1294401885.42,,-78,,,,,-85,,,,,,,,-52,,
Fri Jan  7 17:35:05 2011,1294401905.48,1294401908.26,,-73,-86,,,,,,,,,-72,,-76,-74,,
Fri Jan  7 17:35:28 2011,1294401928.33,1294401931.21,-84,-73,,,,,,,,,,-70,,-76,,,
Fri Jan  7 17:35:51 2011,1294401951.28,1294401954.06,-83,-74,,,,,,,,,,-74,,-76,-68,,
Fri Jan  7 17:36:34 2011,1294401994.19,1294401997.07,,-73,,,,,,,,,,-69,-87,-75,-52,,
Fri Jan  7 17:36:57 2011,1294402017.14,1294402019.92,,,,,,,,,,,,-72,,-74,,,
Fri Jan  7 17:37:19 2011,1294402039.98,1294402042.85,-80,,,,,,-83,,,,,-67,,,-68,-82,
Fri Jan  7 17:37:42 2011,1294402062.92,1294402065.79,-84,,-87,,,,,,,,,-69,,,-63,-82,
Fri Jan  7 17:38:05 2011,1294402085.85,1294402088.73,-84,-73,,,,,,,,,,-69,,-74,-59,-82,
Fri Jan  7 17:38:28 2011,1294402108.81,1294402111.58,-83,-73,,,,,,,,,,-78,,,,,
Fri Jan  7 17:38:51 2011,1294402131.66,1294402134.53,-84,-73,,,,,,,,,,-68,,-75,-55,,
Fri Jan  7 17:39:34 2011,1294402174.69,1294402177.45,-83,,,,,,-82,,,,,-69,,-75,,,
Fri Jan  7 17:39:57 2011,1294402197.52,1294402200.4,-84,-74,,,,,-83,,,,,-68,,,-64,-82,
Fri Jan  7 17:40:20 2011,1294402220.46,1294402223.23,-84,,,,,,-81,,,,,-63,,,-52,-81,
Fri Jan  7 17:40:43 2011,1294402243.31,1294402246.19,-82,,,,,,-83,,,,,,,,-60,-81,
Fri Jan  7 17:41:06 2011,1294402266.26,1294402269.13,,,,,,,-82,,,,,-73,,,-52,-85,
Fri Jan  7 17:41:29 2011,1294402289.2,1294402291.97,,,,,,,-82,,,,,-69,,,-63,-82,
Fri Jan  7 17:41:52 2011,1294402312.05,1294402314.83,-84,-75,,,,,,,,,,-63,-86,-75,-52,-81,
Fri Jan  7 17:42:14 2011,1294402334.9,1294402337.77,-82,-73,,,,,-81,,,,,-78,,-76,-60,-81,
Fri Jan  7 17:42:37 2011,1294402357.85,1294402360.62,-83,-76,,,,,,,,,,-69,,,,-81,
Fri Jan  7 17:43:00 2011,1294402380.69,1294402383.56,-82,-76,,,,,,,,,,-64,,-75,-52,,
Fri Jan  7 17:43:23 2011,1294402403.63,1294402406.41,-84,,,,,,,,,,,-69,,,-66,-83,
Fri Jan  7 17:43:46 2011,1294402426.49,1294402429.37,-84,,,,,,,,,,,,,,-74,,
Fri Jan  7 17:44:09 2011,1294402449.45,1294402452.22,-84,-73,,,,,,,,,,-64,,,,,
Fri Jan  7 17:44:32 2011,1294402472.31,1294402475.19,-83,-77,,,,,,,,,,-66,,,,-82,
Fri Jan  7 17:44:55 2011,1294402495.27,1294402498.04,-84,,,,,,,,,,,-68,,-75,,-82,
Fri Jan  7 17:45:18 2011,1294402518.1,1294402520.98,-83,-73,,,,,-84,,,,,-72,,-74,-59,-82,
Fri Jan  7 17:45:41 2011,1294402541.04,1294402543.81,-82,-75,,,,,-82,,,,,-72,,-75,,,
Fri Jan  7 17:46:03 2011,1294402563.86,1294402566.63,-83,,,,,,-81,,,,,-75,,,-56,-83,
Fri Jan  7 17:46:26 2011,1294402586.71,1294402589.58,,,,,,,-82,,,,,,,-75,-56,,
Fri Jan  7 17:46:49 2011,1294402609.65,1294402612.52,-81,-74,,,,,-83,,,,,,,-74,-53,,
Fri Jan  7 17:47:32 2011,1294402652.68,1294402655.56,-85,-73,,,,,,,,,,-69,,,-53,,
Fri Jan  7 17:47:55 2011,1294402675.63,1294402678.51,,-74,,,,,,,,,,-69,,,-52,-81,
Fri Jan  7 17:48:18 2011,1294402698.58,1294402701.46,-84,-73,,,,,,,,,,-69,,,-70,-82,
Fri Jan  7 17:48:41 2011,1294402721.53,1294402724.4,,,,,,,,,,,,,,,-55,,
Fri Jan  7 17:49:04 2011,1294402744.46,1294402747.34,-82,,,,,,,,,,,-68,,,-63,-81,
Fri Jan  7 17:49:27 2011,1294402767.41,1294402770.18,,-75,,,,,,,,,,,,,-68,,
Fri Jan  7 17:49:50 2011,1294402790.25,1294402793.02,-83,-73,,,,,-83,,,,,,,-76,,-81,
Fri Jan  7 17:50:33 2011,1294402833.18,1294402835.95,-83,,,,,,-82,,,,,-70,,-76,-60,,
Fri Jan  7 17:50:56 2011,1294402856.03,1294402858.8,,,,,,,,,,,,-68,,-74,-61,-82,
Fri Jan  7 17:51:18 2011,1294402878.87,1294402881.75,-85,-76,,,,,-82,,,,,-78,,-75,-75,,
Fri Jan  7 17:51:41 2011,1294402901.81,1294402904.58,-82,,,,,,,,,,,,,,,,
Fri Jan  7 17:52:04 2011,1294402924.65,1294402927.63,,-76,,,,,,,,,,-71,,,-63,-80,
Fri Jan  7 17:52:27 2011,1294402947.69,1294402950.46,-84,-73,,,,,,,,,,,,,,-82,
Fri Jan  7 17:52:50 2011,1294402970.51,1294402973.39,,-72,,,,,,,,,,,,,,-82,
Fri Jan  7 17:53:33 2011,1294403013.52,1294403016.4,-83,,,,,,-81,,,,,-70,,-75,,-82,
Fri Jan  7 17:53:56 2011,1294403036.47,1294403039.35,-83,,,,,,-82,,,,,-69,,-81,-60,-82,
Fri Jan  7 17:54:19 2011,1294403059.41,1294403062.29,-83,,,,,,-82,,,,,-69,,-81,-66,-82,
Fri Jan  7 17:54:42 2011,1294403082.38,1294403085.16,,-72,,,,,-83,,,,,,,,-66,-82,
Fri Jan  7 17:55:05 2011,1294403105.23,1294403108.11,-85,,,,,,-82,,,,,,,-75,-64,-81,
Fri Jan  7 17:55:28 2011,1294403128.17,1294403131.05,-84,,,,,,-80,,,,,-70,-86,,,-81,
Fri Jan  7 17:55:51 2011,1294403151.11,1294403153.89,-83,-73,,,,,-82,,,,,-73,-84,,-58,,
Fri Jan  7 17:56:34 2011,1294403194.02,1294403196.79,,-73,,,,,-81,,,,,,,-75,,-81,
Fri Jan  7 17:56:56 2011,1294403216.86,1294403219.63,-83,-73,,,,,-83,,,,,-68,,,-52,-81,
Fri Jan  7 17:57:19 2011,1294403239.69,1294403242.46,-82,-73,,,,,-81,,,,,-68,,,-56,,
Fri Jan  7 17:57:42 2011,1294403262.52,1294403265.4,-83,-73,,,,,-84,,,,,,,,-53,-80,
Fri Jan  7 17:58:05 2011,1294403285.46,1294403288.34,,-73,,,,,-82,,,,,-67,,,-63,-80,
Fri Jan  7 17:58:28 2011,1294403308.42,1294403311.19,,-73,,,,,-80,,,,,-69,,-77,-66,,
Fri Jan  7 17:58:51 2011,1294403331.25,1294403334.03,-83,-73,,,,,-80,,,,,-72,,,,-81,
Fri Jan  7 17:59:34 2011,1294403374.17,1294403376.95,-84,-75,,,,,-81,,,,,-69,,,,-82,
Fri Jan  7 17:59:57 2011,1294403397.01,1294403399.88,-83,,,,,,-82,,,,,-70,,-81,,,
Fri Jan  7 18:00:19 2011,1294403419.96,1294403422.74,-83,-73,,,,,-82,,,,,-70,,-76,-54,-81,
Fri Jan  7 18:00:42 2011,1294403442.81,1294403445.6,,,,,,,-82,,,,,-68,,,-65,-82,
Fri Jan  7 18:01:05 2011,1294403465.66,1294403468.43,-82,-72,,,,,-82,,,,,,,-75,,,
Fri Jan  7 18:01:28 2011,1294403488.5,1294403491.37,,-73,,,,,,,,,,-72,,-75,,-82,
Fri Jan  7 18:01:51 2011,1294403511.43,1294403514.3,,-73,,,,,-84,,,,,-71,,-78,-53,,
Fri Jan  7 18:02:34 2011,1294403554.45,1294403557.22,,-72,,,,,,,,-88,,,,-75,,,
Fri Jan  7 18:02:57 2011,1294403577.28,1294403580.16,-84,,,,,,-82,,,,,-65,,-75,-55,,
Fri Jan  7 18:03:20 2011,1294403600.23,1294403603.01,-84,-72,,,,,-81,,,,,-70,,-69,-52,-80,
Fri Jan  7 18:03:43 2011,1294403623.08,1294403625.96,-83,-73,,,,,-82,,,,,,,-79,-64,-80,
Fri Jan  7 18:04:06 2011,1294403646.03,1294403648.8,,-73,,,,,-82,,,,,-69,,-77,-53,-82,
Fri Jan  7 18:04:28 2011,1294403668.87,1294403671.65,-84,-73,,,,,-82,,,,,-78,,-75,-53,-82,
Fri Jan  7 18:04:51 2011,1294403691.72,1294403694.5,-85,,,,,,-81,,,,,-71,,-73,-61,,
Fri Jan  7 18:05:34 2011,1294403734.64,1294403737.41,-84,,,,,,-82,,,,,-78,,-76,,,
Fri Jan  7 18:05:57 2011,1294403757.49,1294403760.36,-84,,,,,,-81,,,,,-70,,-75,-52,-82,
Fri Jan  7 18:06:20 2011,1294403780.42,1294403783.19,-84,-73,-88,,,,-81,,,,,-67,,,-66,,
Fri Jan  7 18:06:43 2011,1294403803.26,1294403806.14,,,,,,,-80,,,,,-72,,-75,-52,-81,
Fri Jan  7 18:07:06 2011,1294403826.2,1294403829.08,-83,-72,,,,,-81,,,,,,,,-53,-83,
Fri Jan  7 18:07:29 2011,1294403849.15,1294403851.93,,-73,,,,,-82,,,,,,,,,,
Fri Jan  7 18:07:52 2011,1294403872.01,1294403874.88,,-73,,,,,,,,,,-70,,,,-81,
Fri Jan  7 18:08:14 2011,1294403894.94,1294403897.71,-81,-73,,,,,,,,-85,,-72,,-76,-60,-80,
Fri Jan  7 18:08:37 2011,1294403917.77,1294403920.65,,,,,,,-81,,,,,,,-75,,-82,
Fri Jan  7 18:09:00 2011,1294403940.72,1294403943.59,-84,,,,,,-82,,,,,,,,-55,,
Fri Jan  7 18:09:23 2011,1294403963.65,1294403966.42,-84,,,,,,,,,,,-67,,-78,,-82,
Fri Jan  7 18:09:46 2011,1294403986.5,1294403989.28,-82,,,,,,,,,,,-71,-86,-74,,,
Fri Jan  7 18:10:09 2011,1294404009.36,1294404012.13,,,,,,,,,,,,-73,,-75,-61,-82,
Fri Jan  7 18:10:32 2011,1294404032.21,1294404034.99,-85,,,,,,,,,,,-68,,-74,-60,-80,
Fri Jan  7 18:10:55 2011,1294404055.04,1294404057.82,,,,,,,-83,,,,,,,-75,,-81,
Fri Jan  7 18:11:17 2011,1294404077.88,1294404080.65,,,,,,,-82,,,,,,,-80,,,
Fri Jan  7 18:11:40 2011,1294404100.71,1294404103.48,,,,,,,-81,,,,,,,-76,-61,,
Fri Jan  7 18:12:03 2011,1294404123.56,1294404126.33,-83,,,,,,,,,,,-72,,-75,,-82,
Fri Jan  7 18:12:26 2011,1294404146.4,1294404149.17,,,,,,,-83,,,,,,,,,-81,
Fri Jan  7 18:12:49 2011,1294404169.23,1294404172.01,,,,,,,,,,,,-72,,,,-81,
Fri Jan  7 18:13:32 2011,1294404212.14,1294404215.01,,,,,,,-83,,,,,,,-75,-60,-83,
Fri Jan  7 18:13:55 2011,1294404235.08,1294404237.86,-85,-76,,,,,,,,,,,,-75,-52,,
Fri Jan  7 18:14:17 2011,1294404257.92,1294404260.8,-85,-73,,,,,-83,,,,,-78,,-74,-65,-81,
Fri Jan  7 18:14:40 2011,1294404280.85,1294404283.72,-82,-73,,,,,-81,,,,,,,-76,-52,,
Fri Jan  7 18:15:03 2011,1294404303.79,1294404306.57,,,,,,,-81,,,,,-71,,-75,-52,,
Fri Jan  7 18:15:26 2011,1294404326.64,1294404329.41,-83,-73,,,,,-83,,,,,,,,-75,-83,
Fri Jan  7 18:15:49 2011,1294404349.48,1294404352.26,-83,-73,,,,,,,,,,-67,,-75,,-82,
Fri Jan  7 18:16:32 2011,1294404392.4,1294404395.17,-85,-73,,,,,-82,,,,,-68,,,-75,-81,
Fri Jan  7 18:16:55 2011,1294404415.23,1294404418.0,,-75,,,,,,,,,,-72,,,,-81,
Fri Jan  7 18:17:18 2011,1294404438.08,1294404440.86,-84,-76,,,,,-82,,,,-88,-69,,-77,-52,-83,
Fri Jan  7 18:17:40 2011,1294404460.93,1294404463.8,-85,-72,,,,,-81,,,,,-67,,,,-82,
Fri Jan  7 18:18:03 2011,1294404483.86,1294404486.64,,,-88,,,,,,,,,-73,,-73,-63,,
Fri Jan  7 18:18:26 2011,1294404506.71,1294404509.49,,-73,,,,,-84,,,,,,,-77,,,
Fri Jan  7 18:18:49 2011,1294404529.56,1294404532.33,,-74,,,,,,,,,,,,,,-82,
Fri Jan  7 18:19:32 2011,1294404572.47,1294404575.35,-85,-73,,,,,,,,,,-68,,-74,-67,-81,
Fri Jan  7 18:19:55 2011,1294404595.41,1294404598.29,-84,,,,,,-81,,,,,,,-76,-59,-82,
Fri Jan  7 18:20:18 2011,1294404618.34,1294404621.12,-83,,,,,,-83,,,,,-68,-84,-78,-60,-82,
Fri Jan  7 18:20:41 2011,1294404641.18,1294404643.96,,,,,,,-81,,,,,-72,,-75,-66,-82,
Fri Jan  7 18:21:04 2011,1294404664.03,1294404666.81,-83,,,,,,,,,,,-74,,-77,-52,,
Fri Jan  7 18:21:26 2011,1294404686.87,1294404689.74,-84,-75,,,,,,,,,,-69,,-75,,,
Fri Jan  7 18:21:49 2011,1294404709.81,1294404712.59,,,,,,,,,,,,-67,,-78,,,
Fri Jan  7 18:22:32 2011,1294404752.76,1294404755.53,-86,,,,,,-83,,,,,,,-76,,-82,
Fri Jan  7 18:22:55 2011,1294404775.6,1294404778.37,,,,,,,-85,,,,,-66,,,,,
Fri Jan  7 18:23:18 2011,1294404798.46,1294404801.33,-83,,,,,,-82,,,,,-70,-86,,-73,-78,
Fri Jan  7 18:23:41 2011,1294404821.41,1294404824.28,,-76,,,,,-82,,,,,-67,,,-75,-82,
Fri Jan  7 18:24:04 2011,1294404844.35,1294404847.12,,,,,,,,,,,,,,-77,,,
Fri Jan  7 18:24:27 2011,1294404867.2,1294404870.08,,-73,,,,,,,,,,-67,,,-53,-79,
Fri Jan  7 18:24:50 2011,1294404890.15,1294404892.93,-84,-76,,,,,,,,,,-81,,-72,,,
Fri Jan  7 18:25:33 2011,1294404933.08,1294404935.95,-84,,,,,,-82,,,,,-65,,-80,-53,-81,
Fri Jan  7 18:25:56 2011,1294404956.03,1294404958.9,-84,,,,,,,,,,,-72,,,-56,-80,
Fri Jan  7 18:26:18 2011,1294404979.0,1294404981.87,-84,-75,,,,,-81,,,,,,,-76,,-80,
Fri Jan  7 18:26:41 2011,1294405001.93,1294405004.8,,-73,,,,,,,,,,-72,-84,,-56,-79,
Fri Jan  7 18:27:04 2011,1294405024.86,1294405027.64,,,-86,,,,-82,,,,,-71,,-75,-66,-82,
Fri Jan  7 18:27:27 2011,1294405047.7,1294405050.47,-85,,,,,,-82,,,,,-68,,-75,,,
Fri Jan  7 18:27:50 2011,1294405070.54,1294405073.41,-83,-73,,,,,,,,,,,,-76,-53,-79,
Fri Jan  7 18:28:33 2011,1294405113.55,1294405116.42,-82,,,,,,,,,,,-66,,,,-79,
Fri Jan  7 18:28:56 2011,1294405136.5,1294405139.37,,,,,,,-85,,,,,-71,,-74,-53,-82,
Fri Jan  7 18:29:19 2011,1294405159.45,1294405162.32,-82,-75,,,,,,,,,,-75,,,-74,,
Fri Jan  7 18:29:42 2011,1294405182.38,1294405185.05,,,,,,,,,,,,,,-76,,,
Fri Jan  7 18:30:05 2011,1294405205.12,1294405207.9,-83,,,,,,-80,,,,,,,-80,,-78,
Fri Jan  7 18:30:27 2011,1294405227.97,1294405230.84,-83,-73,,,,,-82,,,,,,,,-60,-80,
Fri Jan  7 18:30:50 2011,1294405250.91,1294405253.79,-83,-73,,,,,-82,,,,,-70,,-75,-52,-76,
Fri Jan  7 18:31:33 2011,1294405293.95,1294405296.72,,-75,,,,,,,,,,,,,-63,-78,
Fri Jan  7 18:31:56 2011,1294405316.78,1294405319.55,-83,-74,,,,,,,,,,-66,,-74,,-82,
Fri Jan  7 18:32:19 2011,1294405339.61,1294405342.49,-83,-74,,,,,-81,,,,,-70,,,-61,-82,
Fri Jan  7 18:32:42 2011,1294405362.56,1294405365.43,,-73,,,,,,,,,,-65,,-75,-60,-79,
Fri Jan  7 18:33:05 2011,1294405385.49,1294405388.36,,,,,,,,,,,,-63,,,-63,-79,
Fri Jan  7 18:33:28 2011,1294405408.43,1294405411.3,-84,-84,,,,,,,,,,,,-75,,-78,
Fri Jan  7 18:33:51 2011,1294405431.36,1294405434.24,-81,-75,,,,,,,,,,-75,,,-52,-78,
Fri Jan  7 18:34:34 2011,1294405474.36,1294405477.24,,,,,,,-81,,,,,,,,-65,-81,
Fri Jan  7 18:34:57 2011,1294405497.3,1294405500.08,-82,-75,,,,,-80,,,,,-72,,,-55,-81,
Fri Jan  7 18:35:20 2011,1294405520.14,1294405522.91,-83,-73,,,,,,,,,,-77,,-74,,-81,
Fri Jan  7 18:35:42 2011,1294405542.99,1294405545.86,,,,,,,,,,,,-72,,,,-78,
Fri Jan  7 18:36:05 2011,1294405565.94,1294405568.82,,,,,,,,,,,,,,,,-79,
Fri Jan  7 18:36:28 2011,1294405588.89,1294405591.76,-84,-74,,,,,,,,,,-70,,,,-79,
Fri Jan  7 18:36:51 2011,1294405611.83,1294405614.69,,,,,,,,,,-86,,-69,,-75,-63,,
Fri Jan  7 18:37:14 2011,1294405634.77,1294405637.64,-83,,,,,,-82,,,,,-70,,-75,-67,-79,
Fri Jan  7 18:37:37 2011,1294405657.72,1294405660.49,-83,,,,,,,,,,,,,,-53,-79,
Fri Jan  7 18:38:00 2011,1294405680.56,1294405683.42,,,,,,,,,,,,-63,-83,,-61,-78,
Fri Jan  7 18:38:23 2011,1294405703.49,1294405706.36,-84,,,,,,,,,,,-65,,-75,-60,-78,
Fri Jan  7 18:38:46 2011,1294405726.44,1294405729.32,,,,,,,,,,,,-71,,-73,-52,-79,
Fri Jan  7 18:39:09 2011,1294405749.39,1294405752.26,,,,,,,,,,,,-67,,-76,-52,-81,
Fri Jan  7 18:39:32 2011,1294405772.33,1294405775.1,,,,,,,,,,,,-67,,-75,,-77,
Fri Jan  7 18:39:55 2011,1294405795.18,1294405797.95,,,,,,,,,,,,-75,,-74,-73,-80,
Fri Jan  7 18:40:18 2011,1294405818.02,1294405820.9,-82,-75,,,,,-81,,,,,-64,,-74,-63,-78,
Fri Jan  7 18:40:40 2011,1294405840.97,1294405843.74,-84,,,,,,,,,,,,,-80,-63,-82,
Fri Jan  7 18:41:03 2011,1294405863.8,1294405866.57,,,,,,,-83,,,,,-74,,-74,,,
Fri Jan  7 18:41:26 2011,1294405886.64,1294405889.52,-83,,,,,,-82,,,,,-67,,-75,-60,-81,
Fri Jan  7 18:41:49 2011,1294405909.58,1294405912.45,,,,,,,-81,,,,,-72,,,-64,-79,
Fri Jan  7 18:42:32 2011,1294405952.6,1294405955.37,-84,,,,,,,,,,,-70,,,,-81,
Fri Jan  7 18:42:55 2011,1294405975.45,1294405978.22,-83,,,,,,,,,,,,,-75,,-81,
Fri Jan  7 18:43:18 2011,1294405998.29,1294406001.17,-81,,,,,,-81,,,,,-70,,-76,-60,-81,
Fri Jan  7 18:43:41 2011,1294406021.24,1294406024.11,-84,,,,,,,,,,,-63,,,,,
Fri Jan  7 18:44:04 2011,1294406044.17,1294406046.94,-83,,,,,,,,,,,-64,,,,-80,
Fri Jan  7 18:44:27 2011,1294406067.01,1294406069.88,-82,,,,,,,,,,,,,,,-83,
Fri Jan  7 18:44:49 2011,1294406089.95,1294406092.83,-84,,,,,,,,,,,,,,,-81,
Fri Jan  7 18:45:32 2011,1294406132.97,1294406135.85,-82,,,,,,-81,,,,,-69,,,-68,-78,
Fri Jan  7 18:45:55 2011,1294406155.92,1294406158.8,-82,,,,,-82,-81,,,,,-70,,-73,-53,-81,
Fri Jan  7 18:46:18 2011,1294406178.89,1294406181.67,-83,,,,,,-80,,,,,,,-73,-60,-81,
Fri Jan  7 18:46:41 2011,1294406201.73,1294406204.61,-83,,,,,,-81,,,,,-75,,-74,,-79,
Fri Jan  7 18:47:04 2011,1294406224.68,1294406227.45,-83,,,,,,,,,,,-70,,,-75,-82,
Fri Jan  7 18:47:27 2011,1294406247.52,1294406250.29,,,,,,,,,,,,,,,,-80,
Fri Jan  7 18:47:50 2011,1294406270.36,1294406273.14,,,,,,,,,,,,-64,,,-55,,
Fri Jan  7 18:48:33 2011,1294406313.27,1294406316.14,,,,,,,-84,,,,,-67,,,-52,-79,
Fri Jan  7 18:48:56 2011,1294406336.24,1294406339.11,-84,,,,,,-81,,,,,-73,,-74,-75,-80,
Fri Jan  7 18:49:19 2011,1294406359.18,1294406361.95,-81,-73,,,,,-81,,,,,-71,,,-67,-82,
Fri Jan  7 18:49:42 2011,1294406382.01,1294406384.78,-83,,,,,,-80,,,,,,,-75,,-82,
Fri Jan  7 18:50:04 2011,1294406404.85,1294406407.63,,-73,,,,,,,,,,-73,,,-66,,
Fri Jan  7 18:50:27 2011,1294406427.7,1294406430.47,,-73,,,,,,,,,,-75,,-73,-55,-79,
Fri Jan  7 18:50:50 2011,1294406450.54,1294406453.31,-83,,,,,,,,,,,-72,,,,-78,
Fri Jan  7 18:51:33 2011,1294406493.45,1294406496.22,-81,,,,,,-81,,,,,-69,,,-65,-79,
Fri Jan  7 18:51:56 2011,1294406516.29,1294406519.17,-82,,,,,,-81,,,,,,,-76,-55,-80,
Fri Jan  7 18:52:19 2011,1294406539.23,1294406542.11,-82,-72,,,,,-80,,,-85,,-70,,-77,-52,-81,
Fri Jan  7 18:52:42 2011,1294406562.18,1294406565.16,,,,,,,-81,,,,,-70,,,-75,-80,
Fri Jan  7 18:53:05 2011,1294406585.22,1294406588.09,-82,,,,,,-81,,,,,-63,,-75,,-81,
Fri Jan  7 18:53:28 2011,1294406608.18,1294406610.95,-82,-73,,,,,-82,,,,,,,,,,
Fri Jan  7 18:53:51 2011,1294406631.01,1294406633.78,,-73,,,,,-81,,,,,-73,,,-58,-78,
Fri Jan  7 18:54:33 2011,1294406673.92,1294406676.69,-83,,,,,,-81,,,,,-72,,-74,,,
Fri Jan  7 18:54:56 2011,1294406696.75,1294406699.63,-84,-73,,,,,-81,,,,,-76,,,-52,-80,
Fri Jan  7 18:55:19 2011,1294406719.69,1294406722.46,-82,-75,,,,,-80,,,,,-72,,,-59,-80,
Fri Jan  7 18:55:42 2011,1294406742.53,1294406745.31,,,,,,,,,,,,,,-74,-58,-79,
Fri Jan  7 18:56:05 2011,1294406765.37,1294406768.14,,,,,,,,,,,,-63,,-78,,-78,
Fri Jan  7 18:56:28 2011,1294406788.2,1294406790.98,-84,,,,,,,,,,,-64,,-74,-52,-81,
